epoch,loss,acc,val_loss,val_acc
264,0.007621,0.997565,3.698626,0.671875
265,0.001070,0.999594,0.369441,0.942187
266,0.004213,0.997565,4.413052,0.656250
267,0.008647,0.997971,5.609111,0.601562
268,0.010869,0.996347,1.865780,0.810937
269,0.002391,0.998377,0.441109,0.937500
270,0.001572,0.999594,1.284764,0.818750
271,0.003883,0.998782,0.368463,0.942187
272,0.001577,0.999594,2.922232,0.746875
273,0.004735,0.998377,3.320454,0.675000
274,0.011502,0.997159,0.460100,0.928125
275,0.001905,0.999188,7.361416,0.573438
276,0.009129,0.997971,14.197582,0.365625
277,0.003721,0.999594,3.195697,0.715625
278,0.004677,0.997565,1.528423,0.825000
279,0.006632,0.997565,4.901322,0.607812
280,0.002983,0.998782,5.760601,0.642188
281,0.000959,0.999594,0.437984,0.940625
282,0.010662,0.997565,5.973416,0.618750
283,0.003215,0.999188,0.474346,0.948438
284,0.001377,0.999188,1.269116,0.873437
285,0.002988,0.998782,0.457153,0.934375
286,0.000339,1.000000,0.819301,0.915625
287,0.001348,0.998782,0.634510,0.942187
288,0.002849,0.999188,3.861252,0.771875
289,0.001341,0.999188,0.867125,0.900000
290,0.002527,0.999594,2.076729,0.803125
291,0.000288,1.000000,0.851784,0.918750
292,0.000283,1.000000,1.941742,0.809375
293,0.001012,0.999594,0.543742,0.943750
294,0.000879,0.999188,0.452103,0.943750
295,0.000224,1.000000,0.503568,0.940625
296,0.002360,0.999594,0.206149,0.971875
297,0.001687,0.999594,1.917299,0.823438
298,0.000782,0.999594,0.769614,0.915625
299,0.002298,0.999188,0.989978,0.920312
300,0.000219,1.000000,3.228516,0.750000
301,0.002645,0.999594,2.638838,0.778125
302,0.000050,1.000000,1.145602,0.898438
303,0.002223,0.999594,3.088518,0.757812
304,0.000286,1.000000,1.004453,0.860938
305,0.000602,0.999594,0.593577,0.948438
306,0.000308,0.999594,9.522629,0.496875
307,0.001974,0.999188,1.806889,0.817187
308,0.002572,0.999188,1.505371,0.856250
309,0.000175,1.000000,1.793097,0.845313
310,0.000296,1.000000,0.725400,0.910937
311,0.000463,0.999594,0.359888,0.953125
312,0.000007,1.000000,0.092297,0.984375
313,0.002162,0.999188,3.076279,0.768750
314,0.000026,1.000000,1.366040,0.875000
315,0.000022,1.000000,0.828356,0.906250
316,0.001240,0.999594,0.526382,0.939063
317,0.000030,1.000000,0.557125,0.942187
318,0.000050,1.000000,0.149410,0.981250
319,0.002760,0.998782,0.722120,0.909375
320,0.001038,0.999594,0.216723,0.973437
321,0.000338,0.999594,0.253182,0.962500
322,0.001131,0.999594,0.095937,0.987500
323,0.000002,1.000000,0.258570,0.962500
324,0.000001,1.000000,0.805800,0.904687
325,0.000012,1.000000,0.128390,0.979688
326,0.000016,1.000000,0.216762,0.975000
327,0.000262,1.000000,0.355774,0.957812
328,0.000002,1.000000,0.204516,0.981250
329,0.000007,1.000000,0.875991,0.917188
330,0.000001,1.000000,1.298631,0.903125
331,0.000025,1.000000,0.210920,0.978125
332,0.000002,1.000000,0.284538,0.962500
333,0.000003,1.000000,0.393641,0.950000
334,0.000001,1.000000,5.364486,0.653125
335,0.000056,1.000000,0.100319,0.981250
336,0.000007,1.000000,0.149183,0.979688
337,0.000003,1.000000,1.045374,0.903125
338,0.000005,1.000000,0.200453,0.973437
339,0.000005,1.000000,0.097818,0.984375
340,0.000000,1.000000,0.120256,0.981250
341,0.000003,1.000000,0.207263,0.979688
342,0.000002,1.000000,0.245480,0.976562
343,0.000037,1.000000,0.234383,0.967187
344,0.000002,1.000000,0.262328,0.973437
345,0.000000,1.000000,0.390652,0.959375
346,0.000001,1.000000,0.160153,0.978125
347,0.000000,1.000000,0.095242,0.990625
348,0.000003,1.000000,0.100527,0.982812
349,0.000032,1.000000,0.098523,0.989062
350,0.000002,1.000000,0.107568,0.987500
351,0.000001,1.000000,0.152509,0.978125
