epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,3296.52,0.00918,1,1,3e-05,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,3400.27,0.00702,1,1,2e-05,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,3504.08,0.00655,1,1,2e-05,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,3608.33,0.00728,1,1,2e-05,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,3712.12,0.00595,1,1,2e-05,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,3815.69,0.01079,1,1,2e-05,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,3919.77,0.00598,1,1,2e-05,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,4023.56,0.00522,1,1,2e-05,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,4128.12,0.0051,1,1,2e-05,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,4231.81,0.0034,1,1,2e-05,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,4364.53,0.00407,1,1,1e-05,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,4467.71,0.00459,1,1,1e-05,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,4571.6,0.00265,1,1,1e-05,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,4674.89,0.00264,1,1,1e-05,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,4778.73,0.00236,1,1,1e-05,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,4882.64,0.0026,1,1,1e-05,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,4985.77,0.00342,1,1,1e-05,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,5089.51,0.00232,1,1,1e-05,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,5192.78,0.00179,1,1,1e-05,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,5297,0.00152,1,1,1e-05,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
