epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,3099.96,0.01541,1,1,4e-05,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,3202.81,0.01724,1,1,4e-05,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,3305.13,0.01769,1,1,3e-05,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,3407.79,0.01293,1,1,2e-05,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,3510.93,0.01797,1,1,2e-05,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,3613.85,0.01553,1,1,1e-05,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,3717.87,0.01963,1,1,1e-05,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3820.52,0.01683,1,1,1e-05,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3923.14,0.01517,1,1,1e-05,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,4025.17,0.01283,1,1,1e-05,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,4127.26,0.01341,1,1,1e-05,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,4229.89,0.01683,1,1,1e-05,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,4331.58,0.01149,1,1,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,4434.78,0.01324,1,1,1e-05,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,4536.98,0.01338,1,1,1e-05,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,4639.68,0.01244,1,1,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4741.48,0.01313,1,1,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4845.25,0.01285,1,1,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,4947.31,0.01235,1,1,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,5049.84,0.01209,1,1,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,5152.51,0.01158,1,1,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5255.06,0.01337,1,1,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5357.3,0.01071,1,1,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,5459.59,0.01102,1,1,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,5561.75,0.0107,1,1,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,5664.75,0.01095,1,1,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,5766.75,0.01071,1,1,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5869.89,0.0121,1,1,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,5971.64,0.01054,1,1,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,6074.41,0.01084,1,1,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,6176.5,0.00947,1,1,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6279.05,0.01017,1,1,1e-05,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,6381.72,0.00891,1,1,1e-05,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,6484.23,0.00701,1,1,1e-05,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,6586.68,0.00708,1,1,1e-05,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,6688.84,0.00756,1,1,1e-05,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,6790.75,0.00823,1,1,1e-05,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,6892.55,0.00818,1,1,1e-05,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,6994.23,0.00603,1,1,1e-05,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,7096.63,0.00707,1,1,1e-05,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,7199.01,0.00651,1,1,1e-05,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,7301.32,0.00584,1,1,1e-05,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,7403.09,0.00633,1,1,1e-05,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7505.56,0.00735,1,1,1e-05,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7607.16,0.00759,1,1,2e-05,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7708.9,0.00527,1,1,2e-05,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,7810.52,0.00536,1,1,2e-05,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,7912.49,0.00559,1,1,2e-05,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,8014.66,0.00492,1,1,2e-05,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,8116.74,0.00524,1,1,2e-05,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,8218.8,0.00456,1,1,2e-05,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,8321.08,0.00324,1,1,3e-05,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,8422.86,0.00408,1,1,2e-05,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,8524.75,0.00339,1,1,2e-05,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,8625.74,0.00326,1,1,2e-05,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,8727.63,0.00349,1,1,2e-05,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,8829.21,0.00408,1,1,2e-05,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,8930.98,0.00342,1,1,2e-05,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,9032.19,0.00255,1,1,2e-05,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,9133.6,0.00312,1,1,2e-05,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,9235.59,0.00253,1,1,2e-05,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,9364.82,0.00318,1,1,3e-05,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,9465.67,0.0025,1,1,3e-05,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,9566.44,0.00161,1,1,4e-05,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9667.28,0.00223,1,1,4e-05,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9768.12,0.00192,1,1,4e-05,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,9868.99,0.00157,1,1,4e-05,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,9969.94,0.00132,1,1,4e-05,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,10070.6,0.00107,1,1,4e-05,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,10172.1,0.00127,1,1,3e-05,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,10272.8,0.00152,1,1,3e-05,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
