epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,2323.45,0.01219,1,1,7e-05,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,2428.09,0.01242,1,1,4e-05,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,2531.98,0.01033,1,1,3e-05,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,2636.23,0.01042,1,1,3e-05,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,2739.05,0.00872,1,1,2e-05,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,2842.62,0.01066,1,1,1e-05,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,2945.82,0.00894,1,1,1e-05,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,3048.71,0.00812,1,1,2e-05,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,3151.68,0.00736,1,1,2e-05,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,3254.25,0.00833,1,1,2e-05,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,3357.6,0.00752,1,1,2e-05,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,3460.25,0.00642,1,1,2e-05,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,3563.33,0.00665,1,1,3e-05,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,3665.36,0.00714,1,1,3e-05,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,3768.42,0.0046,1,1,3e-05,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,3870.79,0.00434,1,1,2e-05,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,3972.29,0.00363,1,1,2e-05,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,4074.1,0.00454,1,1,1e-05,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,4209.94,0.00416,1,1,1e-05,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,4312.65,0.0034,1,1,1e-05,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,4414.36,0.00314,1,1,1e-05,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,4517,0.00309,1,1,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,4619.3,0.00243,1,1,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,4721.32,0.00217,1,1,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,4823.82,0.0023,1,1,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,4925.27,0.00232,1,1,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,5027.38,0.00211,1,1,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,5128.81,0.0012,1,1,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
