epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,2367.35,0.01933,0.99925,1,0.00069,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,2469.45,0.01826,0.99925,1,0.00078,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,2571.45,0.01949,1,1,0.00062,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,2673.68,0.02107,1,1,0.00031,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,2775.7,0.01807,1,1,0.00016,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,2877.77,0.01943,1,1,0.00014,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,2980.1,0.01606,1,1,0.0001,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3081.62,0.01731,1,1,8e-05,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,3184.01,0.01876,1,1,6e-05,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,3286.35,0.01781,1,1,5e-05,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,3388.97,0.01471,1,1,6e-05,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,3491.16,0.0138,1,1,8e-05,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,3593,0.02093,1,1,8e-05,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,3695.22,0.01962,1,1,9e-05,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3797.52,0.01663,1,1,0.0001,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3900.11,0.01779,1,1,7e-05,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,4001.82,0.01386,1,1,6e-05,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,4104.32,0.01591,1,1,5e-05,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,4206.5,0.0163,1,1,4e-05,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,4308.1,0.01507,1,1,4e-05,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,4410.22,0.01417,1,1,3e-05,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,4511.86,0.01309,1,1,4e-05,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,4614.4,0.01336,1,1,3e-05,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4716.5,0.0132,1,1,2e-05,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4818.94,0.01506,1,1,2e-05,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,4921.24,0.013,1,1,1e-05,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,5058.86,0.01134,1,1,1e-05,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,5195.43,0.01225,1,1,1e-05,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5297.49,0.0105,1,1,1e-05,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5400.12,0.01435,1,1,1e-05,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,5503.26,0.01063,1,1,1e-05,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,5605.85,0.01125,1,1,1e-05,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,5708.37,0.01319,1,1,2e-05,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,5811.27,0.01159,1,1,2e-05,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5913.56,0.00981,1,1,2e-05,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,6016.38,0.0122,1,1,3e-05,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,6118.6,0.0111,1,1,3e-05,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,6220.09,0.00917,1,1,3e-05,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6322.71,0.01039,1,1,3e-05,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,6424.59,0.0094,1,1,4e-05,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,6526.75,0.00988,1,1,4e-05,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,6628.68,0.00773,1,1,4e-05,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,6730.58,0.00849,1,1,5e-05,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,6832.61,0.00879,1,1,5e-05,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,6934.1,0.00779,1,1,6e-05,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,7035.99,0.00721,1,1,7e-05,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,7137.24,0.00697,1,1,8e-05,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,7239.3,0.00824,1,1,0.0001,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,7341.25,0.00609,1,1,0.00012,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,7442.97,0.00838,1,1,0.00012,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7545.38,0.00787,1,1,0.00012,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7647.35,0.00618,1,1,0.00012,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7749.68,0.0059,1,1,0.00012,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,7851.48,0.00563,1,1,0.00011,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,7954.55,0.00568,1,1,0.0001,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,8055.6,0.00588,1,1,9e-05,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,8157.53,0.0059,1,1,8e-05,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,8259.66,0.00351,1,1,7e-05,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,8361.09,0.00395,1,1,6e-05,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,8463.41,0.00429,1,1,5e-05,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,8564.86,0.00393,1,1,5e-05,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,8666.65,0.00416,1,1,5e-05,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,8768.16,0.00456,1,1,4e-05,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,8869.56,0.0037,1,1,4e-05,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,8971.46,0.00368,1,1,4e-05,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,9074.24,0.0043,1,1,4e-05,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,9176.23,0.00295,1,1,5e-05,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,9277.69,0.00191,1,1,4e-05,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,9407.29,0.00256,1,1,4e-05,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,9508.26,0.00202,1,1,4e-05,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,9609.16,0.00167,1,1,5e-05,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9710.6,0.0019,1,1,4e-05,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9811.71,0.00194,1,1,4e-05,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,9913.11,0.002,1,1,4e-05,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,10014.1,0.00091,1,1,4e-05,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,10115.8,0.00135,1,1,4e-05,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,10217.4,0.0014,1,1,5e-05,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,10319.2,0.0015,1,1,5e-05,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
