epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
36,3758.29,0.01963,1,1,1e-05,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3863.09,0.01683,1,1,1e-05,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3967.15,0.01517,1,1,1e-05,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,4072.21,0.01283,1,1,1e-05,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,4176.64,0.01341,1,1,1e-05,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,4281.83,0.01683,1,1,1e-05,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,4385.85,0.01149,1,1,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,4490.64,0.01324,1,1,1e-05,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,4595.33,0.01338,1,1,1e-05,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,4699.75,0.01244,1,1,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4804.58,0.01313,1,1,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4909.12,0.01285,1,1,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,5013.63,0.01235,1,1,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,5118.3,0.01209,1,1,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,5223.42,0.01158,1,1,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5328.57,0.01337,1,1,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5433.89,0.01071,1,1,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,5539.89,0.01102,1,1,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,5644.74,0.0107,1,1,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,5750.49,0.01095,1,1,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,5855.38,0.01071,1,1,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5961.38,0.0121,1,1,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,6066.23,0.01054,1,1,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,6171.42,0.01084,1,1,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,6276.78,0.00947,1,1,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6381.96,0.01017,1,1,1e-05,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,6487.36,0.00891,1,1,1e-05,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,6592.45,0.00701,1,1,1e-05,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,6698.26,0.00708,1,1,1e-05,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,6803.46,0.00756,1,1,1e-05,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,6908.63,0.00823,1,1,1e-05,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,7013.78,0.00818,1,1,1e-05,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,7118.69,0.00603,1,1,1e-05,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,7224.41,0.00707,1,1,1e-05,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,7329.68,0.00651,1,1,1e-05,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,7435.46,0.00584,1,1,1e-05,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,7540.23,0.00633,1,1,1e-05,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7646.06,0.00735,1,1,1e-05,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7751.19,0.00759,1,1,2e-05,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7856.02,0.00527,1,1,2e-05,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,7960.77,0.00536,1,1,2e-05,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,8066.04,0.00559,1,1,2e-05,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,8172,0.00492,1,1,2e-05,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,8277.29,0.00524,1,1,2e-05,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,8382.7,0.00456,1,1,2e-05,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,8487.83,0.00324,1,1,3e-05,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,8592.86,0.00408,1,1,2e-05,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,8697.4,0.00339,1,1,2e-05,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,8801.71,0.00326,1,1,2e-05,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,8906.13,0.00349,1,1,2e-05,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,9010.1,0.00408,1,1,2e-05,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,9115.41,0.00342,1,1,2e-05,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,9219.55,0.00255,1,1,2e-05,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,9324.97,0.00312,1,1,2e-05,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,9428.6,0.00253,1,1,2e-05,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,9561.46,0.00318,1,1,3e-05,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,9664.4,0.0025,1,1,3e-05,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,9768.32,0.00161,1,1,4e-05,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9873.53,0.00223,1,1,4e-05,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9977.56,0.00192,1,1,4e-05,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,10081.9,0.00157,1,1,4e-05,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,10185.9,0.00132,1,1,4e-05,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,10290.7,0.00107,1,1,4e-05,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,10394.8,0.00127,1,1,3e-05,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,10498.8,0.00152,1,1,3e-05,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
